0.089100	1760	0
0.095220	2367	0
0.096780	814	0
0.098400	970	0
0.098460	2447	0
0.099660	1495	0
0.101100	2165	0
0.103980	2397	0
0.105240	1924	0
0.109260	544	0
0.111780	1973	0
0.112620	1561	0
0.115500	918	0
0.119280	1606	0
0.119520	683	0
0.121680	1068	0
0.126360	2159	0
0.127380	1430	0
0.128520	1686	0
0.131940	1855	0
0.136260	801	0
0.136920	1977	0
0.137280	384	0
0.138480	1042	0
0.141780	1402	0
0.141900	2005	0
0.144900	1159	0
0.144900	2291	0
0.147300	1847	0
0.147300	2153	0
0.150000	1682	0
0.150180	38	0
0.151260	1168	0
0.153240	2167	0
0.155100	275	0
0.155760	2188	0
0.156180	1873	0
0.156300	1124	0
0.157680	1722	0
0.159060	1641	0
0.161160	2202	0
0.161940	2342	0
0.162840	1969	0
0.162960	1308	0
0.163740	2434	0
0.163860	444	0
0.164460	387	0
0.164460	1743	0
0.165360	225	0
0.168900	259	0
0.170160	2149	0
0.170160	2474	0
0.170700	1204	0
0.171960	779	0
0.172920	1368	0
0.172920	1724	0
0.173100	1674	0
0.175680	607	0
0.176340	549	0
0.179160	1062	0
0.182340	2229	0
0.182940	1127	0
0.185100	944	0
0.185880	1785	0
0.186600	1486	0
0.186840	1169	0
0.188520	2461	0
0.190800	371	0
0.192360	2283	0
0.193380	2324	0
0.194340	953	0
0.195480	1647	0
0.196500	493	0
0.201240	1543	0
0.201420	2467	0
0.202440	428	1
0.202920	1760	0
0.204120	648	0
0.205560	1670	0
0.207540	1930	0
0.210060	436	1
0.212460	523	1
0.214200	347	0
0.214260	2424	0
0.215100	1885	0
0.215340	1307	0
0.215460	310	0
0.217260	1495	0
0.217440	822	0
0.218880	2367	0
0.220920	839	0
0.222120	2031	0
0.222660	531	0
0.222840	576	1
0.223500	410	0
0.224100	194	0
0.224280	608	0
0.224760	2206	1
0.225000	2165	0
0.225420	633	0
0.225600	67	1
0.226080	1548	0
0.226440	379	1
0.226560	448	0
0.227940	884	0
0.228900	2268	0
0.231240	2397	0
0.232680	814	0
0.232800	2120	0
0.234060	486	1
0.234060	600	1
0.235020	1920	0
0.240240	544	0
0.245760	1901	0
0.246600	1656	0
0.248040	2432	1
0.249180	1973	0
0.251100	1924	0
0.252780	918	0
0.253260	1450	1
0.254820	540	1
0.254880	2447	0
0.255120	1561	0
0.255480	1765	1
0.255840	419	1
0.255960	99	1
0.257760	1889	0
0.258120	522	0
0.258540	702	0
0.258780	970	0
0.261480	1374	0
0.263880	11	1
0.265260	525	1
0.266520	438	0
0.266580	1176	1
0.267300	849	1
0.267300	1068	0
0.268740	1974	0
0.269940	1855	0
0.271620	232	0
0.274140	1766	1
0.274380	656	0
0.274440	1850	0
0.274500	1289	0
0.276120	2027	0
0.276660	325	1
0.277140	803	0
0.277200	388	1
0.277800	683	0
0.278100	2208	1
0.278640	735	1
0.278820	1430	0
0.279060	596	1
0.279300	2384	1
0.279780	2159	0
0.280920	1134	1
0.280980	524	1
0.281040	387	0
0.281160	801	0
0.282480	186	1
0.283380	308	0
0.283620	968	0
0.284160	16	1
0.285540	2153	0
0.288000	1910	1
0.290220	120	1
0.290520	2402	1
0.290580	745	0
0.290640	1100	1
0.290760	1074	0
0.291180	1291	1
0.292440	1606	0
0.292860	1195	1
0.293160	1726	0
0.294240	727	1
0.295740	1523	0
0.295800	1616	0
0.297300	1815	1
0.298080	2199	1
0.298200	638	1
0.298440	808	0
0.300180	385	0
0.300660	2212	0
0.300660	2304	1
0.301080	1847	0
0.301680	425	1
0.302940	577	1
0.303420	1916	0
0.304080	491	1
0.304440	1009	1
0.305160	625	1
0.306060	537	1
0.307860	377	1
0.310380	1402	0
0.311460	1977	0
0.313560	487	1
0.313920	372	1
0.313980	848	1
0.314040	378	1
0.314760	883	1
0.314880	1760	0
0.315720	1890	0
0.318600	2042	1
0.318660	439	1
0.319440	1985	1
0.319980	1042	0
0.320340	1463	0
0.320760	575	1
0.321120	779	0
0.321180	571	1
0.321360	389	1
0.323160	2291	0
0.323280	375	1
0.323640	2434	0
0.323820	41	1
0.324060	512	1
0.324060	589	1
0.325560	2342	0
0.325800	478	1
0.326160	275	0
0.326520	38	0
0.326580	376	1
0.326760	518	0
0.327420	490	1
0.327540	266	1
0.328080	2343	0
0.328200	102	1
0.328200	1168	0
0.329880	489	1
0.330120	628	1
0.330240	476	1
0.330780	529	1
0.331020	426	1
0.331560	488	1
0.331620	1682	0
0.332160	1035	1
0.332220	225	0
0.332280	427	1
0.332760	579	1
0.333300	475	1
0.333720	477	1
0.334260	384	0
0.334320	528	1
0.334740	2188	0
0.335100	1864	1
0.335160	931	1
0.335400	1235	1
0.335700	278	1
0.336060	47	1
0.336180	1159	0
0.336600	684	1
0.336720	1722	0
0.337140	219	0
0.337440	1191	0
0.337560	20	1
0.337560	527	1
0.337620	136	1
0.337620	479	1
0.337740	428	1
0.338100	2149	0
0.338280	1987	1
0.338340	535	1
0.338640	276	0
0.339060	1912	1
0.339120	674	1
0.339120	1848	1
0.339300	374	1
0.339360	1169	0
0.339480	326	1
0.339780	431	1
0.340380	430	1
0.340440	429	1
0.340500	157	1
0.340860	64	1
0.340980	526	1
0.341100	462	1
0.341100	2229	0
0.341160	1667	1
0.341340	424	1
0.341580	1495	0
0.341760	2367	0
0.342240	677	1
0.342240	1951	1
0.342300	474	1
0.342480	576	1
0.342660	541	0
0.342780	984	1
0.342960	525	1
0.343080	423	1
0.343500	493	0
0.343920	379	1
0.343980	2156	1
0.344220	687	1
0.344580	2165	0
0.344640	577	1
0.344700	572	1
0.345000	1810	1
0.345060	329	1
0.345120	23	1
0.345120	480	1
0.345360	473	0
0.345420	279	1
0.345480	327	0
0.345600	280	1
0.345960	2303	1
0.346260	948	1
0.346440	539	1
0.346500	627	1
0.346620	580	1
0.346680	2237	1
0.346920	425	1
0.347220	522	0
0.347280	330	1
0.347280	382	1
0.347340	373	1
0.347340	581	1
0.347340	676	1
0.347400	639	1
0.347460	375	1
0.347460	377	1
0.347520	472	1
0.347580	325	1
0.347580	536	1
0.347640	378	1
0.347760	1700	1
0.347820	591	1
0.348060	324	1
0.348120	524	1
0.348120	574	1
0.348120	1129	1
0.348180	380	1
0.348360	575	1
0.348420	274	1
0.348420	630	1
0.348540	277	1
0.348840	530	1
0.348900	1317	1
0.349080	478	1
0.349080	1550	1
0.349260	523	1
0.349320	626	1
0.349380	477	1
0.349500	529	1
0.349860	323	1
0.349920	426	1
0.350160	427	1
0.350220	2474	0
0.350340	629	1
