0.089100	1760	0
0.095220	2367	0
0.096780	814	0
0.098400	970	0
0.098460	2447	0
0.099660	1495	0
0.101100	2165	0
0.103740	2397	0
0.105240	1924	0
0.109260	544	0
0.111780	1973	0
0.112620	1561	0
0.113580	918	0
0.119280	1606	0
0.119520	683	0
0.121680	1068	0
0.126360	2159	0
0.127380	1430	0
0.128520	1686	0
0.131940	1855	0
0.136260	801	0
0.136920	1977	0
0.137280	384	0
0.138480	1042	0
0.141780	1402	0
0.141900	2005	0
0.144900	1159	0
0.144900	2291	0
0.146580	1873	0
0.147300	1847	0
0.147300	2153	0
0.150000	1682	0
0.150180	38	0
0.151260	1168	0
0.153240	444	0
0.153240	2167	0
0.154920	2188	0
0.155100	275	0
0.156300	1124	0
0.157920	1722	0
0.159060	1641	0
0.161160	2202	0
0.161940	2342	0
0.162840	1969	0
0.162960	1308	0
0.163740	2434	0
0.164460	387	0
0.164460	1743	0
0.164580	225	0
0.168900	259	0
0.170160	2149	0
0.170160	2474	0
0.170700	1204	0
0.171420	1674	0
0.171600	1724	0
0.171960	779	0
0.172920	1368	0
0.174240	493	0
0.175680	607	0
0.176340	549	0
0.176640	944	0
0.179160	1062	0
0.182340	2229	0
0.182940	1127	0
0.185880	1785	0
0.186600	1486	0
0.186840	1169	0
0.187500	2283	0
0.188520	2461	0
0.190200	2324	0
0.190800	371	0
0.193080	1543	0
0.193500	1670	0
0.194340	953	0
0.194760	1930	0
0.195480	1647	0
0.199800	822	0
0.201420	2467	0
0.202440	428	1
0.202920	1760	0
0.203400	1307	0
0.204120	648	0
0.205260	347	0
0.205740	2424	0
0.207180	2268	0
0.207600	633	0
0.210060	436	1
0.212340	1623	0
0.212460	523	1
0.213360	531	0
0.213480	1920	0
0.214260	2120	0
0.214560	157	1
0.215100	1885	0
0.215460	310	0
0.216060	1495	0
0.217020	448	0
0.217020	2367	0
0.217200	2165	0
0.220560	1548	0
0.220920	839	0
0.222120	2031	0
0.222840	576	1
0.223500	410	0
0.223800	194	0
0.224280	608	0
0.224760	2206	1
0.225600	67	1
0.226560	727	1
0.226980	379	1
0.227940	884	0
0.230520	2397	0
0.232680	814	0
0.232740	1974	0
0.233220	702	0
0.234060	600	1
0.234480	232	0
0.234480	486	1
0.237840	1074	0
0.238200	2270	1
0.239820	2384	1
0.240240	544	0
0.240900	968	0
0.245340	1009	1
0.245760	1901	0
0.246060	1924	0
0.246120	240	1
0.246120	2432	1
0.246600	1656	0
0.247680	605	0
0.248880	1973	0
0.249240	918	0
0.250260	308	0
0.252120	1068	0
0.252180	735	1
0.253260	1450	1
0.253800	970	0
0.254820	540	1
0.254880	2447	0
0.255120	1561	0
0.255480	1765	1
0.255840	419	1
0.255960	99	1
0.257760	1889	0
0.258120	522	0
0.259500	803	0
0.261300	210	0
0.261480	1374	0
0.262500	491	1
0.263520	1523	0
0.263880	11	1
0.264360	388	1
0.265260	525	1
0.266160	438	0
0.266580	1176	1
0.267300	849	1
0.267660	1633	0
0.268740	1855	0
0.269820	1850	0
0.270660	385	0
0.271800	536	1
0.272460	801	0
0.272940	683	0
0.273000	2322	1
0.274020	41	1
0.274140	1766	1
0.274500	1289	0
0.274560	47	1
0.274800	656	0
0.275580	577	1
0.275580	883	1
0.276120	2027	0
0.276300	1317	1
0.276660	325	1
0.278100	2208	1
0.278820	1430	0
0.278940	382	1
0.279060	596	1
0.279180	387	0
0.279780	2159	0
0.279960	524	1
0.280440	1463	0
0.280920	425	1
0.280920	1134	1
0.282480	186	1
0.282720	1606	0
0.284160	16	1
0.284160	2153	0
0.286320	585	1
0.287160	2133	0
0.288000	1910	1
0.288360	638	1
0.288720	389	1
0.289260	431	1
0.289740	372	1
0.289980	529	1
0.290220	120	1
0.290340	959	1
0.290520	2402	1
0.290580	745	0
0.290640	1100	1
0.290820	304	1
0.291180	1291	1
0.291720	630	1
0.292380	378	1
0.292860	1195	1
0.293160	1726	0
0.293820	1663	1
0.294120	537	1
0.294300	1388	1
0.294420	677	1
0.294840	628	1
0.295080	487	1
0.295320	478	1
0.295740	1616	0
0.295920	439	1
0.296160	579	1
0.296760	375	1
0.296760	1815	1
0.296820	535	1
0.297360	298	1
0.298080	2199	1
0.298440	808	0
0.298680	2058	1
0.299640	479	1
0.300060	583	0
0.300420	625	1
0.300600	589	1
0.300660	2212	0
0.300660	2304	1
0.300960	433	1
0.301080	1847	0
0.301740	430	1
0.302520	489	1
0.302880	687	1
0.303180	575	1
0.303420	377	1
0.303420	1916	0
0.303420	2057	1
0.303840	528	1
0.304200	476	1
0.304260	477	1
0.304620	219	0
0.304980	427	1
0.305040	488	1
0.305100	678	1
0.305280	490	1
0.305640	1774	1
0.305760	1977	0
0.306420	429	1
0.306660	779	0
0.306900	684	1
0.307320	580	1
0.307380	1159	0
0.307440	679	1
0.307680	636	1
0.307920	339	1
0.307920	527	1
0.307920	530	1
0.308160	639	1
0.308640	475	1
0.308820	426	1
0.309300	1700	1
0.309480	2274	1
0.309600	309	1
0.309720	676	1
0.309900	627	1
0.310020	581	1
0.310380	428	1
0.310380	1402	0
0.310560	577	1
0.310800	629	1
0.311040	480	1
0.311280	384	0
0.311280	533	1
0.311280	576	1
0.311400	1873	0
0.311760	1760	0
0.311820	376	1
0.311940	278	1
0.312060	587	1
0.312540	525	1
0.312540	526	1
0.312540	529	1
0.312540	531	0
0.312720	1389	1
0.313200	326	1
0.313320	330	1
0.313380	783	0
0.313440	374	1
0.313500	626	1
0.313740	379	1
0.313980	848	1
0.314280	1168	0
0.314520	38	0
0.314520	474	1
0.314520	674	1
0.314580	2038	1
0.314640	329	1
0.314640	492	1
0.314700	275	0
0.314700	1510	1
0.315240	482	1
0.315360	2146	1
0.315420	423	1
0.315420	477	1
0.315480	478	1
0.315540	1462	1
0.315660	1890	0
0.315840	1109	1
0.316020	386	1
0.316020	524	1
0.316080	380	1
0.316140	435	1
0.316140	686	1
0.316140	2059	1
0.316380	280	1
0.316380	424	1
0.316440	228	1
0.316620	441	0
0.316620	579	1
0.316620	777	1
0.316740	539	1
0.316800	485	1
0.316920	578	0
0.317040	378	1
0.317100	327	0
0.317220	675	1
0.317280	726	1
0.317460	331	1
0.317520	276	0
0.317700	274	1
0.317760	472	1
0.317880	279	1
0.318000	630	1
0.318060	425	1
0.318180	528	1
0.318180	628	1
0.318360	574	1
0.318480	373	1
0.318600	479	1
0.318600	2042	1
0.318720	677	1
0.318780	375	1
0.318840	538	0
0.318900	390	1
0.318960	325	1
0.318960	532	1
0.319020	571	1
